;bait;baitGene;prey;preyGene;Protein names_x;Unnamed: 5;FlyBase;trueCounts;ucCounts;ccCounts;sumSPC;avgSPC;FC_A;FC_B;SP;compass;eScore;iRef;iRef2;intAct;intAct2;From;Entry;Reviewed;Entry Name;Protein names_y;Gene Names;Length;Gene Names (ORF);Gene Names (primary);Gene Names (synonym);Gene Ontology (GO);Organism (ID);VEuPathDB
712;MTCNK7H30;MTCNK7H30;Q94522;Scsalpha;Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha) (Succinyl-coenzyme A synthetase alpha subunit 1);;"FBgn0004888;";17|10|17;13|13|15;-;44;14,66666667;1,212428134;1,156848308;0,0;0;0;0;0;0;0;Q94522;Q94522;reviewed;SUCA_DROME;Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha) (Succinyl-coenzyme A synthetase alpha subunit 1);Scsalpha1 Scsalpha CG1065;328,0;CG1065;Scsalpha1;Scsalpha;"mitochondrion [GO:0005739]; succinate-CoA ligase complex (ADP-forming) [GO:0009361]; nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; succinate-CoA ligase activity [GO:0004774]; tricarboxylic acid cycle [GO:0006099]";7227,0;FBgn0004888
713;MTCNK7H30;MTCNK7H30;A4V2S3;CtBP;C-terminal binding protein, isoform B (EC 1.1.1.-) (C-terminal binding protein, isoform C) (C-terminal binding protein, isoform D);;"FBgn0020496;";3|5|7;11|12|11;-;15;5;0,506810441;0,502896671;0,0;0;0;0;0;0;0;A4V2S3;A4V2S3;unreviewed;A4V2S3_DROME;C-terminal binding protein, isoform B (EC 1.1.1.-) (C-terminal binding protein, isoform C) (C-terminal binding protein, isoform D);CtBP 0256/16 256/16 BcDNA:GH07572 CTBP ctbp dCtBP Dm-CtBP Dmel\CG7583 EP(3)3528 G9 l(3)03463 l(3)03464 l(3)87DE l(3)87De l(3)G9 RE01030 RE61183 CG7583 Dmel_CG7583;386,0;CG7583 Dmel_CG7583;CtBP;0256/16 256/16 BcDNA:GH07572 CTBP ctbp dCtBP Dm-CtBP Dmel\CG7583 EP(3)3528 G9 l(3)03463 l(3)03464 l(3)87DE l(3)87De l(3)G9 RE01030 RE61183;"nucleus [GO:0005634]; NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; transcription corepressor activity [GO:0003714]";7227,0;FBgn0020496
714;MTCNK7H30;MTCNK7H30;Q9Y0Y5;epsilonCOP;Coatomer subunit epsilon;;"FBgn0027496;";3|0|7;11|10|18;-;10;3,333333333;0,326174793;0,242316447;0,0;0;0;0;0;0;0;Q9Y0Y5;Q9Y0Y5;unreviewed;Q9Y0Y5_DROME;Coatomer subunit epsilon;epsilonCOP BcDNA.LD29885 BcDNA:LD29885 bcDNA:LD29885 Dmel\CG9543 epsilon-COP epsilon-Cop CG9543 Dmel_CG9543;306,0;CG9543 Dmel_CG9543;epsilonCOP;BcDNA.LD29885 BcDNA:LD29885 bcDNA:LD29885 Dmel\CG9543 epsilon-COP epsilon-Cop;"COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]; structural molecule activity [GO:0005198]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]";7227,0;FBgn0027496
715;MTCNK7H30;MTCNK7H30;C9QP25;Aats-gly-RB;Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase);;"FBgn0027088;";1|0|0;0|0|0;-;1;0,333333333;1,498372316;1,35632459;0,0;0;0;0;0;0;0;;;;;;;;;;;;;nan
716;MTCNK7H30;MTCNK7H30;P06605;alphaTub84D;Tubulin alpha-3 chain (EC 3.6.5.-);;"FBgn0003885;";53|73|60;53|88|70;-;186;62;1,016456082;0,998726576;0,0;0;0;0;0;0;0;P06605;P06605;reviewed;TBA3_DROME;Tubulin alpha-3 chain (EC 3.6.5.-);alphaTub84D TubA84D CG2512;450,0;CG2512;alphaTub84D;TubA84D;"cytoplasm [GO:0005737]; microtubule [GO:0005874]; perinuclear region of cytoplasm [GO:0048471]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; myosin binding [GO:0017022]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; sperm axoneme assembly [GO:0007288]; spermatogenesis [GO:0007283]";7227,0;FBgn0003885
717;MTCNK7H30;MTCNK7H30;A1Z9M5;A1Z9M5;Titin;;"FBgn0050069;";17|1|30;38|22|79;-;48;16;0,404729109;0,250711687;0,0;0;0;0;0;0;0;A1Z9M5;A1Z9M5;unreviewed;A1Z9M5_DROME;Titin;Sdb CG13017 CG8381 Dmel\CG30069 CG30069 Dmel_CG30069;4012,0;CG30069 Dmel_CG30069;Sdb;CG13017 CG8381 Dmel\CG30069;"axonemal microtubule [GO:0005879]; centriole [GO:0005814]; ciliary basal body [GO:0036064]; cytoskeleton [GO:0005856]; sperm flagellum [GO:0036126]; microtubule binding [GO:0008017]; cytoplasmic microtubule organization [GO:0031122]; imaginal disc-derived wing morphogenesis [GO:0007476]; wing disc development [GO:0035220]";7227,0;FBgn0050069
718;MTCNK7H30;MTCNK7H30;E1JH02;lig;Lingerer, isoform E (Lingerer, isoform F) (Lingerer, isoform G);;"FBgn0020279;";18|24|51;36|74|141;-;93;31;0,439986432;0,426750544;0,0;0;0;0;0;0;0;E1JH02;E1JH02;unreviewed;E1JH02_DROME;Lingerer, isoform E (Lingerer, isoform F) (Lingerer, isoform G);lig Dmel\CG8715 CG8715 Dmel_CG8715;1332,0;CG8715 Dmel_CG8715;lig;Dmel\CG8715;cytoplasm [GO:0005737];7227,0;FBgn0020279
719;MTCNK7H30;MTCNK7H30;Q9VJD1;GCS2beta;Glucosidase 2 subunit beta;;"FBgn0032643;";4|6|5;4|1|6;-;15;5;1,429587892;1,413644395;0,0;0;0;0;0;0;0;Q9VJD1;Q9VJD1;unreviewed;Q9VJD1_DROME;Glucosidase 2 subunit beta;GCS2beta Dmel\CG6453 Q9VJD1_DROME CG6453 Dmel_CG6453;548,0;CG6453 Dmel_CG6453;GCS2beta;Dmel\CG6453 Q9VJD1_DROME;"endomembrane system [GO:0012505]; glucosidase II complex [GO:0017177]; N-glycan processing [GO:0006491]";7227,0;FBgn0032643
720;MTCNK7H30;MTCNK7H30;A4V391;T-cp1;T-complex protein 1 subunit alpha (CCT-alpha);;"FBgn0003676;";27|34|48;17|30|42;-;109;36,33333333;1,419087487;1,417885801;0,0;0;0;0;0;0;0;A4V391;A4V391;unreviewed;A4V391_DROME;T-complex protein 1 subunit alpha (CCT-alpha);CCT1 BEST:GH05123 Cct1 cct1 Dmel\CG5374 gh05123 T-CP1 T-cp1 T-cpl Tcp-1 TCP-1alpha Tcp1 tcp1 TCP1-alpha Tcp1-alpha Tcp1-like TCP1alpha TCPA_DROME CG5374 Dmel_CG5374;557,0;CG5374 Dmel_CG5374;CCT1;BEST:GH05123 Cct1 cct1 Dmel\CG5374 gh05123 T-CP1 T-cp1 T-cpl Tcp-1 TCP-1alpha Tcp1 tcp1 TCP1-alpha Tcp1-alpha Tcp1-like TCP1alpha TCPA_DROME;"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]";7227,0;FBgn0003676
721;MTCNK7H30;MTCNK7H30;Q8IGR0;aru;RE44350p (SD13292p);;;19|24|112;19|9|91;-;155;51,66666667;1,458966581;1,205534496;0,0;0;0;0;0;0;0;Q8IGR0;Q8IGR0;unreviewed;Q8IGR0_DROME;RE44350p (SD13292p);aru;156,0;;aru;;"ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]";7227,0;FBgn0003942
722;MTCNK7H30;MTCNK7H30;E1JHT6;Rtnl1;Reticulon-like protein;;"FBgn0053113;";0|0|1;10|16|12;-;1;0,333333333;0,092783006;0,088315182;0,0;0;0;0;0;0;0;E1JHT6;E1JHT6;unreviewed;E1JHT6_DROME;Reticulon-like protein;Rtnl1 142893_at CG18623 CG8895 Dmel\CG33113 G9 Retl1 Rtn1 Rtnl-1 RTNL1 rtnl1 CG33113 Dmel_CG33113;607,0;CG33113 Dmel_CG33113;Rtnl1;142893_at CG18623 CG8895 Dmel\CG33113 G9 Retl1 Rtn1 Rtnl-1 RTNL1 rtnl1;"axon [GO:0030424]; axonal growth cone [GO:0044295]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; fusome [GO:0045169]; smooth endoplasmic reticulum [GO:0005790]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum tubular network membrane organization [GO:1990809]";7227,0;FBgn0053113
723;MTCNK7H30;MTCNK7H30;Q9V521;PPO2;Phenoloxidase 2 (PO A3) (EC 1.14.18.1) (Phenoloxidase subunit A3) (Processed phenoloxidase A3) (Pro-phenoloxidase A3);;"FBgn0033367;";3|3|1;5|3|2;-;7;2,333333333;0,81781093;0,745138064;0,0;0;0;0;0;0;0;Q9V521;Q9V521;reviewed;PPO2_DROME;Phenoloxidase 2 (PO A3) (EC 1.14.18.1) (Phenoloxidase subunit A3) (Processed phenoloxidase A3) (Pro-phenoloxidase A3);PPO2 proPo-A3 proPO45 CG8193;684,0;CG8193;PPO2;proPo-A3 proPO45;"cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; catechol oxidase activity [GO:0004097]; metal ion binding [GO:0046872]; tyrosinase activity [GO:0004503]; defense response to fungus [GO:0050832]; defense response to Gram-positive bacterium [GO:0050830]; dopamine metabolic process [GO:0042417]; hemolymph coagulation [GO:0042381]; melanin biosynthetic process [GO:0042438]; melanization defense response [GO:0035006]; melanotic encapsulation of foreign target [GO:0035011]";7227,0;FBgn0033367
724;MTCNK7H30;MTCNK7H30;M9MRF2;RpL37A;GEO09637p1 (Ribosomal protein L37A, isoform C);;"FBgn0261608;";10|21|38;9|2|35;-;69;23;1,698883274;1,612030725;0,0;0;0;0;0;0;0;M9MRF2;M9MRF2;unreviewed;M9MRF2_DROME;GEO09637p1 (Ribosomal protein L37A, isoform C);RpL37A BcDNA:RE23595 BcDNA:RH41593 chr2L:5071724..5071820 Dmel\CG5827 DmL37a l(2)25Cb L37A L43e M(2)25C M(2)S1 RpL37a CG5827 Dmel_CG5827;92,0;CG5827 Dmel_CG5827;RpL37A;BcDNA:RE23595 BcDNA:RH41593 chr2L:5071724..5071820 Dmel\CG5827 DmL37a l(2)25Cb L37A L43e M(2)25C M(2)S1 RpL37a;"ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]";7227,0;FBgn0261608
725;MTCNK7H30;MTCNK7H30;A8JRE3;woc;Without children, isoform B;;"FBgn0010328;";4|0|0;4|0|3;-;4;1,333333333;0,814203743;0,519816705;0,0;0;0;0;0;0;0;A8JRE3;A8JRE3;unreviewed;A8JRE3_DROME;Without children, isoform B;woc Dmel\CG5965 WOC Woc CG5965 Dmel_CG5965;1703,0;CG5965 Dmel_CG5965;woc;Dmel\CG5965 WOC Woc;"chromosome, telomeric region [GO:0000781]; euchromatin [GO:0000791]; heterochromatin [GO:0000792]; nucleus [GO:0005634]; polytene chromosome interband [GO:0005705]; protein-containing complex [GO:0032991]; zinc ion binding [GO:0008270]; ecdysone biosynthetic process [GO:0006697]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]";7227,0;FBgn0010328
726;MTCNK7H30;MTCNK7H30;Q9V3C4;Gem3;RNA helicase (EC 3.6.4.13);;"FBgn0011802;";0|1|0;0|2|2;-;1;0,333333333;0,638954186;0,595144694;0,0;0;0;0;0;0;0;Q9V3C4;Q9V3C4;unreviewed;Q9V3C4_DROME;RNA helicase (EC 3.6.4.13);Gem3 BcDNA.LD05563 BcDNA:LD05563 dGem3 DHH1 Dhh1 Dmel\CG6539 DmRH22 GEMIN3 gemin3 l(3)rL562 CG6539 Dmel_CG6539;1028,0;CG6539 Dmel_CG6539;Gem3;BcDNA.LD05563 BcDNA:LD05563 dGem3 DHH1 Dhh1 Dmel\CG6539 DmRH22 GEMIN3 gemin3 l(3)rL562;"Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytoplasmic U snRNP body [GO:0071254]; SMN complex [GO:0032797]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; adult locomotory behavior [GO:0008344]; flight behavior [GO:0007629]; neuromuscular junction development [GO:0007528]; protein-RNA complex assembly [GO:0022618]; spliceosomal snRNP assembly [GO:0000387]";7227,0;FBgn0011802
727;MTCNK7H30;MTCNK7H30;Q9XZ57;Eb1;Eb1, isoform E (LD08743p);;"FBgn0027066;";2|2|9;5|2|7;-;13;4,333333333;0,941850301;0,849073221;0,0;0;0;0;0;0;0;Q9XZ57;Q9XZ57;unreviewed;Q9XZ57_DROME;Eb1, isoform E (LD08743p);Eb1 anon-EST:Liang-2.33 anon-EST:Liang-2.52 BcDNA.LD08743 BcDNA:LD08743 clone 2.33 clone 2.52 dEB-1 dEB1 dEb1 Dm EB1 DmEB1 dmEB1 Dmel\CG3265 EB-1 EB1 eb1 l(2)04524 l(2)4524 S(DmcycE[JP])2.5 CG3265 Dmel_CG3265;290,0;CG3265 Dmel_CG3265;Eb1;anon-EST:Liang-2.33 anon-EST:Liang-2.52 BcDNA.LD08743 BcDNA:LD08743 clone 2.33 clone 2.52 dEB-1 dEB1 dEb1 Dm EB1 DmEB1 dmEB1 Dmel\CG3265 EB-1 EB1 eb1 l(2)04524 l(2)4524 S(DmcycE[JP])2.5;"cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule organizing center [GO:0005815]; spindle midzone [GO:0051233]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; myosin binding [GO:0017022]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; establishment of mitotic spindle localization [GO:0040001]; establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; flight behavior [GO:0007629]; locomotory behavior [GO:0007626]; melanotic encapsulation of foreign target [GO:0035011]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic spindle elongation [GO:0000022]; mitotic spindle organization [GO:0007052]; protein localization to microtubule [GO:0035372]; pseudocleavage involved in syncytial blastoderm formation [GO:0030589]; regulation of microtubule polymerization or depolymerization [GO:0031110]; sensory organ development [GO:0007423]; sensory perception of sound [GO:0007605]; spindle assembly [GO:0051225]; wound healing [GO:0042060]";7227,0;FBgn0027066
728;MTCNK7H30;MTCNK7H30;A8JNX0;ArfGAP3;ADP-ribosylation factor GTPase activating protein 3, isoform H;;"FBgn0037182;";4|1|10;10|18|26;-;15;5;0,349003876;0,290794381;0,0;0;0;0;0;0;0;A8JNX0;A8JNX0;unreviewed;A8JNX0_DROME;ADP-ribosylation factor GTPase activating protein 3, isoform H;ArfGAP3 AG2 arfgap1 dArfGAP3 Dmel\CG6838 CG6838 Dmel_CG6838;553,0;CG6838 Dmel_CG6838;ArfGAP3;AG2 arfgap1 dArfGAP3 Dmel\CG6838;"cytoplasm [GO:0005737]; Golgi membrane [GO:0000139]; GTPase activator activity [GO:0005096]; compound eye morphogenesis [GO:0001745]; COPI coating of Golgi vesicle [GO:0048205]; regulation of GTPase activity [GO:0043087]";7227,0;FBgn0037182
729;MTCNK7H30;MTCNK7H30;Q76NQ0;Q76NQ0;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1;;"FBgn0053303;";23|13|30;17|27|29;-;66;22;1,049126455;0,997369445;0,0;0;0;0;0;0;0;Q76NQ0;Q76NQ0;unreviewed;Q76NQ0_DROME;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1;CG5364 Dmel\CG33303 OST CG33303 Dmel_CG33303;458,0;CG33303 Dmel_CG33303;CG5364;Dmel\CG33303 OST;"endomembrane system [GO:0012505]; oligosaccharyltransferase complex [GO:0008250]; protein N-linked glycosylation via asparagine [GO:0018279]";7227,0;FBgn0053303
730;MTCNK7H30;MTCNK7H30;A0A0B4K725;mask;Multiple ankyrin repeats single KH domain, isoform C;;"FBgn0043884;";33|26|32;23|31|43;-;91;30,33333333;1,123064924;1,091788618;0,0;0;0;0;0;0;0;A0A0B4K725;A0A0B4K725;unreviewed;A0A0B4K725_DROME;Multiple ankyrin repeats single KH domain, isoform C;mask CG18671 CG31138 CG6268 CG6313 cg6313 Dmel\CG33106 EC3-6 MASK Mask CG33106 Dmel_CG33106;4010,0;CG33106 Dmel_CG33106;mask;CG18671 CG31138 CG6268 CG6313 cg6313 Dmel\CG33106 EC3-6 MASK Mask;"RNA binding [GO:0003723]; regulation of gene expression [GO:0010468]";7227,0;FBgn0043884
731;MTCNK7H30;MTCNK7H30;A0A0B4K6N1;RpS8;40S ribosomal protein S8;;"FBgn0039713;";150|288|375;125|156|387;-;813;271;1,420441314;1,395109155;0,0;0;0;0;0;0;0;A0A0B4K6N1;A0A0B4K6N1;unreviewed;A0A0B4K6N1_DROME;40S ribosomal protein S8;RpS8 anon-EST:fe1A2 anon-EST:Liang-1.56 BcDNA:RH06886 BcDNA:SD17528 chr3R:25688477..25688608 clone 1.56 Dmel\CG7808 Rp S8 RPS8 Rps8 S8 CG7808 Dmel_CG7808;208,0;CG7808 Dmel_CG7808;RpS8;anon-EST:fe1A2 anon-EST:Liang-1.56 BcDNA:RH06886 BcDNA:SD17528 chr3R:25688477..25688608 clone 1.56 Dmel\CG7808 Rp S8 RPS8 Rps8 S8;"ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]";7227,0;FBgn0039713
732;MTCNK7H30;MTCNK7H30;X2JAT7;Fas3;Fasciclin 3, isoform G;;"FBgn0000636;";5|2|15;7|15|26;-;22;7,333333333;0,551202671;0,465759041;0,0;0;0;0;0;0;0;X2JAT7;X2JAT7;unreviewed;X2JAT7_DROME;Fasciclin 3, isoform G;Fas3 Dmel\CG5803 Fas FAS III Fas III fas III Fas-3 Fas-III fas-III FAS3 fas3 FascIII fascIII FASIII FasIII fasIII CG5803 Dmel_CG5803;557,0;CG5803 Dmel_CG5803;Fas3;Dmel\CG5803 Fas FAS III Fas III fas III Fas-3 Fas-III fas-III FAS3 fas3 FascIII fascIII FASIII FasIII fasIII;membrane [GO:0016020];7227,0;FBgn0000636
733;MTCNK7H30;MTCNK7H30;A0A0B4JCW4;skap;Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA);;"FBgn0037643;";19|27|21;17|36|16;-;67;22,33333333;1,100758536;1,078500334;0,0;0;0;0;0;0;0;A0A0B4JCW4;A0A0B4JCW4;unreviewed;A0A0B4JCW4_DROME;Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA);ScsbetaA A-Sbeta CGI 1963 Dmel\CG11963 FBgn0037643 SkAP Skap skap CG11963 Dmel_CG11963;451,0;CG11963 Dmel_CG11963;ScsbetaA;A-Sbeta CGI 1963 Dmel\CG11963 FBgn0037643 SkAP Skap skap;"mitochondrion [GO:0005739]; succinate-CoA ligase complex [GO:0042709]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099]";7227,0;FBgn0037643
734;MTCNK7H30;MTCNK7H30;Q7K0E6;AspRS;Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase);;"FBgn0002069;";0|0|5;4|1|3;-;5;1,666666667;0,629851138;0,442856863;0,0;0;0;0;0;0;0;Q7K0E6;Q7K0E6;unreviewed;Q7K0E6_DROME;Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase);AspRS aaRS(Asp) Aats-Asp Aats-asp aats-asp anon-EST:Liang-2.49 cDNA1 clone 2.49 Dmel\CG3821 DRS l(2)49Db l(2)k04508 l(2)v27 l(2)vr1 poney vr1 CG3821 Dmel_CG3821;531,0;CG3821 Dmel_CG3821;AspRS;aaRS(Asp) Aats-Asp Aats-asp aats-asp anon-EST:Liang-2.49 cDNA1 clone 2.49 Dmel\CG3821 DRS l(2)49Db l(2)k04508 l(2)v27 l(2)vr1 poney vr1;"aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; aspartate-tRNA ligase activity [GO:0004815]; ATP binding [GO:0005524]; RNA binding [GO:0003723]; aspartyl-tRNA aminoacylation [GO:0006422]";7227,0;FBgn0002069
735;MTCNK7H30;MTCNK7H30;Q9VI82;Q9VI82;Nucleolar complex protein 3 homolog (NOC3 protein homolog) (NOC3-like protein) (Nucleolar complex-associated protein 3-like protein);;"FBgn0037489;";4|19|25;8|15|12;-;48;16;1,407389595;1,226296698;0,0;0;0;0;0;0;0;Q9VI82;Q9VI82;reviewed;NOC3L_DROME;Nucleolar complex protein 3 homolog (NOC3 protein homolog) (NOC3-like protein) (Nucleolar complex-associated protein 3-like protein);CG1234;822,0;CG1234;;;"Noc2p-Noc3p complex [GO:0030691]; nucleolus [GO:0005730]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; DNA replication initiation [GO:0006270]";7227,0;FBgn0037489
736;MTCNK7H30;MTCNK7H30;Q7JZW2;RpS15;40S ribosomal protein S15;;"FBgn0034138;";17|64|58;17|48|55;-;139;46,33333333;1,332484262;1,21899347;0,0;0;0;0;0;0;0;Q7JZW2;Q7JZW2;unreviewed;Q7JZW2_DROME;40S ribosomal protein S15;RpS15 anon-EST:Posey137 anon-EST:Posey185 Dmel\CG8332 S15 s15 CG8332 Dmel_CG8332;148,0;CG8332 Dmel_CG8332;RpS15;anon-EST:Posey137 anon-EST:Posey185 Dmel\CG8332 S15 s15;"cytoplasm [GO:0005737]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal small subunit assembly [GO:0000028]";7227,0;FBgn0034138
737;MTCNK7H30;MTCNK7H30;Q95029;Cp1;"Cathepsin L (EC 3.4.22.15) (Cysteine proteinase 1) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain]";;"FBgn0013770;";14|8|11;12|1|10;-;33;11;1,501305012;1,412104278;0,0;0;0;0;0;0;0;Q95029;Q95029;reviewed;CATL_DROME;"Cathepsin L (EC 3.4.22.15) (Cysteine proteinase 1) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain]";Cp1 fs(2)50Ca CG6692;371,0;CG6692;Cp1;fs(2)50Ca;"extracellular space [GO:0005615]; fusome [GO:0045169]; lysosome [GO:0005764]; cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; peptidase activity [GO:0008233]; digestion [GO:0007586]; immune response [GO:0006955]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of peptidase activity [GO:0010952]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]";7227,0;FBgn0013770
738;MTCNK7H30;MTCNK7H30;A0A0B4KFR5;Khc-73;Kinesin-like protein unc-104;;"FBgn0019968;";2|1|3;3|4|7;-;6;2;0,59360515;0,57337023;0,0;0;0;0;0;0;0;A0A0B4KFR5;A0A0B4KFR5;unreviewed;A0A0B4KFR5_DROME;Kinesin-like protein unc-104;Khc-73 anon-EST:fe3C9 Dmel\CG8183 DmKIN73 DmKin73 DmKlp73 KHC-73 khc-73 Khc73 KIF 13A KIF13A/B Kin73 Kinesin-73 KLP73 CG8183 Dmel_CG8183;1957,0;CG8183 Dmel_CG8183;Khc-73;anon-EST:fe3C9 Dmel\CG8183 DmKIN73 DmKin73 DmKlp73 KHC-73 khc-73 Khc73 KIF 13A KIF13A/B Kin73 Kinesin-73 KLP73;"early endosome [GO:0005769]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; microtubule plus-end [GO:0035371]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; protein homodimerization activity [GO:0042803]; cytoskeleton-dependent intracellular transport [GO:0030705]; establishment of spindle orientation [GO:0051294]; microtubule-based movement [GO:0007018]; regulation of olfactory learning [GO:0090328]; regulation of synapse structure or activity [GO:0050803]";7227,0;FBgn0019968
739;MTCNK7H30;MTCNK7H30;P46863;Klp61F;Kinesin-like protein Klp61F (Bipolar kinesin KRP-130);;"FBgn0004378;";10|3|32;11|11|37;-;45;15;0,864702728;0,663320899;0,0;0;0;0;0;0;0;P46863;P46863;reviewed;KL61_DROME;Kinesin-like protein Klp61F (Bipolar kinesin KRP-130);Klp61F KLP2 CG9191;1066,0;CG9191;Klp61F;KLP2;"aster [GO:0005818]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; fusome [GO:0045169]; Golgi apparatus [GO:0005794]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; mitotic spindle [GO:0072686]; mitotic spindle microtubule [GO:1990498]; mitotic spindle pole [GO:0097431]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle microtubule [GO:0005876]; ATP binding [GO:0005524]; cytoskeletal motor activity [GO:0003774]; microtubule binding [GO:0008017]; plus-end-directed microtubule motor activity [GO:0008574]; cell division [GO:0051301]; centrosome separation [GO:0051299]; fusome organization [GO:0045478]; Golgi organization [GO:0007030]; microtubule bundle formation [GO:0001578]; microtubule-based movement [GO:0007018]; mitotic cell cycle [GO:0000278]; mitotic centrosome separation [GO:0007100]; mitotic spindle assembly [GO:0090307]; mitotic spindle organization [GO:0007052]; plus-end directed microtubule sliding [GO:0031535]; positive regulation of Golgi to plasma membrane protein transport [GO:0042998]; protein secretion [GO:0009306]; spindle elongation [GO:0051231]";7227,0;FBgn0004378
740;MTCNK7H30;MTCNK7H30;A0A0B4K6G6;A0A0B4K6G6;Uncharacterized protein, isoform F;;"FBgn0038108;";1|1|0;1|2|2;-;2;0,666666667;0,71360084;0,663572584;0,0;0;0;0;0;0;0;A0A0B4K6G6;A0A0B4K6G6;unreviewed;A0A0B4K6G6_DROME;Uncharacterized protein, isoform F;Dmel\CG7518 CG7518 Dmel_CG7518;2460,0;CG7518 Dmel_CG7518;Dmel\CG7518;;;7227,0;FBgn0038108
